   38  4.0526E+00  1.380E+00 1.831E-01 1.563E+00 2.734E+00 6.000E-02  9.875E-01 1.175E-01 1.327E-01 2.171E-01 3.784E-02
   37  4.4194E+00  1.389E+00 2.022E-01 1.591E+00 2.967E+00 6.515E-02  9.893E-01 1.237E-01 1.456E-01 2.326E-01 4.479E-02
   36  4.8194E+00  1.399E+00 2.234E-01 1.622E+00 3.216E+00 7.074E-02  9.908E-01 1.300E-01 1.597E-01 2.489E-01 5.297E-02
   35  5.2556E+00  1.409E+00 2.469E-01 1.655E+00 3.482E+00 7.677E-02  9.921E-01 1.366E-01 1.753E-01 2.662E-01 6.257E-02
   34  5.7313E+00  1.418E+00 2.728E-01 1.691E+00 3.766E+00 8.328E-02  9.933E-01 1.433E-01 1.923E-01 2.843E-01 7.384E-02
   33  6.2500E+00  1.428E+00 3.014E-01 1.730E+00 4.070E+00 9.030E-02  9.943E-01 1.502E-01 2.110E-01 3.033E-01 8.704E-02
   32  6.8157E+00  1.438E+00 3.331E-01 1.772E+00 4.393E+00 9.784E-02  9.951E-01 1.572E-01 2.316E-01 3.231E-01 1.025E-01
   31  7.4325E+00  1.449E+00 3.681E-01 1.817E+00 4.736E+00 1.059E-01  9.959E-01 1.643E-01 2.542E-01 3.438E-01 1.205E-01
   30  8.1052E+00  1.459E+00 4.068E-01 1.865E+00 5.102E+00 1.146E-01  9.965E-01 1.716E-01 2.789E-01 3.654E-01 1.415E-01
   29  8.8388E+00  1.469E+00 4.493E-01 1.918E+00 5.490E+00 1.239E-01  9.970E-01 1.791E-01 3.059E-01 3.878E-01 1.659E-01
   28  9.6388E+00  1.479E+00 4.961E-01 1.975E+00 5.901E+00 1.337E-01  9.975E-01 1.867E-01 3.355E-01 4.110E-01 1.942E-01
   27  1.0511E+01  1.489E+00 5.477E-01 2.037E+00 6.336E+00 1.442E-01  9.979E-01 1.945E-01 3.679E-01 4.350E-01 2.270E-01
   26  1.1463E+01  1.499E+00 6.046E-01 2.103E+00 6.795E+00 1.554E-01  9.982E-01 2.025E-01 4.034E-01 4.596E-01 2.647E-01
   25  1.2500E+01  1.509E+00 6.671E-01 2.176E+00 7.280E+00 1.671E-01  9.985E-01 2.106E-01 4.422E-01 4.849E-01 3.082E-01
   24  1.3631E+01  1.518E+00 7.360E-01 2.254E+00 7.791E+00 1.795E-01  9.987E-01 2.190E-01 4.847E-01 5.108E-01 3.582E-01
   23  1.4865E+01  1.528E+00 8.117E-01 2.340E+00 8.328E+00 1.926E-01  9.989E-01 2.275E-01 5.312E-01 5.372E-01 4.155E-01
   22  1.6210E+01  1.538E+00 8.950E-01 2.432E+00 8.892E+00 2.063E-01  9.991E-01 2.362E-01 5.821E-01 5.639E-01 4.810E-01
   21  1.7678E+01  1.547E+00 9.866E-01 2.533E+00 9.483E+00 2.206E-01  9.992E-01 2.451E-01 6.378E-01 5.910E-01 5.558E-01
   20  1.9278E+01  1.556E+00 1.087E+00 2.643E+00 1.010E+01 2.355E-01  9.993E-01 2.543E-01 6.987E-01 6.182E-01 6.408E-01
